"Game Area","Source","Criteria","Who","English","ID","Trigger","User Data","Repeatable","Memory","Notes","English Old","French","","German","Spanish","Brasilian","Dutch","Hungarian","Polish","Russian","Message Type","Message Group",""
"Race Intro - Pre-Race Talk","AngryAboutQualifyingOption1Response","","AnyDriver","Grr, I know... I'll do better during the race.","PSG_10000154","","","","","","","Grr, je sais... Je me rattraperai pendant la course.","Grrr, lo so... Farò meglio in gara.","Grr, ich weiß ... In diesem Rennen fahre ich besser.","Buf, ya lo sé... Lo haré mejor en la carrera.","Argh, eu sei... Farei melhor durante a corrida.","Grr, ik weet het... Ik zal het tijdens de race beter doen.","Grr, tudom... A versenyen majd helyrehozom.","Grr... Wiem... W wyścigu będzie lepiej.","Да знаю я! Ничего, в гонке выступлю лучше.","Conversation","AngryAboutQualifyingOption1Response",""
"Race Intro - Pre-Race Talk","AngryAboutQualifyingOption1Response","","AnyDriver","I know! I'll get it together for the race, don't worry.","PSG_10000163","","","","","","","Je sais ! Mais ne vous en faites pas, je serai au top pendant la course.","Lo so! Mi rifarò in gara, non temere.","Das weiß ich! Ich reiß mich im Rennen zusammen, keine Bange.","¡Lo sé! Lo arreglaré en la carrera, no te preocupes.","Eu sei! Eu vou me recompor para a corrida, não se preocupe.","Ik weet het! Vóór de race heb ik mezelf weer bij elkaar geraapt. Geen zorgen.","Tudom! De ne aggódj, a versenyre összekapom a kocsit!","Wiem! Spokojnie, do wyścigu się poprawię.","Я знаю! В гонке соберусь как следует, не беспокойтесь.","Conversation","AngryAboutQualifyingOption1Response",""
"Race Intro - Pre-Race Talk","AngryAboutQualifyingOption2","","Player","Relax, you can still win from here.","PSG_10000155","","","","","","","Détendez-vous, vous pouvez toujours gagner.","Rilassati, puoi comunque vincere.","Entspann dich, du kannst von hier aus immer noch gewinnen.","Calma, aún puedes ganar saliendo desde ahí.","Relaxa, você ainda pode vencer daqui.","Relax. Je kunt nog steeds winnen.","Nyugi, még innen is nyerhetsz.","Uspokój się. Jeszcze możesz wygrać.","Расслабься, ты можешь выиграть и с этой позиции.","Conversation","AngryAboutQualifyingOption2",""
"Race Intro - Pre-Race Talk","AngryAboutQualifyingOption2","","Player","Just calm down and focus on the race.","PSG_10000161","","","","","","","Calmez-vous et concentrez-vous sur la course.","Calmati e concentrati sulla gara.","Beruhige dich einfach und konzentriere dich auf das Rennen.","Tú cálmate y céntrate en la carrera.","Apenas se acalme e se concentre na corrida.","Doe gewoon rustig aan en concentreer je op de race.","Csak nyugodj meg, és koncentrálj a versenyre!","Uspokój się i skup się na wyścigu.","Успокойся и сосредоточься на гонке.","Conversation","AngryAboutQualifyingOption2",""
"Race Intro - Pre-Race Talk","AngryAboutQualifyingOption2Response","","AnyDriver","Don't tell me to relax, you idiot! Leave me alone!","PSG_10000156","","","","","","","Ne me dites pas de me détendre, imbécile ! Fichez-moi la paix !","Non dirmi di rilassarmi, idiota! Lasciami in pace!","Sagen Sie mir nicht, dass ich mich entspannen soll, Sie Idiot! Lassen Sie mich in Ruhe!","¡No me digas que me calme! ¡Déjame en paz!","Não me mande relaxar, idiota! Me deixa em paz!","Ga niet zeggen dat ik rustig aan moet doen, idioot! Laat me met rust!","Ne nyugtatgass, te hülye! Hagyj békén!","Nie każ mi się uspokoić! Zostaw mnie!","Расслабиться? Что за чушь? Оставьте меня уже!","Conversation","AngryAboutQualifyingOption2Response",""
"Race Intro - Pre-Race Talk","AngryAboutQualifyingOption2Response","","AnyDriver","You just don't get it, do you? [Waving a hand] Get out of here!","PSG_10000162","","","","","","","Vous comprenez vraiment rien, hein ? *secoue la main* Laissez-moi tranquille !","Non lo capisci proprio, eh? Fuori di qui!","Sie wollen es einfach nicht verstehen, was? [Winkt mit der Hand] Raus hier!","No lo pillas, ¿verdad? [Agitando el brazo] ¡Sal de aquí!","Você não entende, não é? [Abanando a mão] Saia daqui!","Je wilt het maar niet snappen, hè? [Zwaait] Wegwezen!","Egyszerűen nem érted, igaz? [Int a kezével] Tűnj el innen!","Nie rozumiesz? [Macha ręką] Wynoś się stąd!","Вы ведь не понимаете, да? [машет рукой] Уйдите уже!","Conversation","AngryAboutQualifyingOption2Response",""
"Race Intro - Pre-Race Talk","AngryAboutQualifyingOption3","","Player","I want a better performance from you today.","PSG_10000157","","","","","","","J'attends de meilleures performances de votre part aujourd'hui.","Oggi voglio una prestazione migliore da te.","Ich will von dir heute eine bessere Leistung sehen.","Hoy quiero verte rendir a mejor nivel.","Hoje eu quero um desempenho melhor de você.","Ik wil vandaag betere prestaties van je.","Ma jobb teljesítményt várok tőled.","Musisz się bardziej postarać.","Я хочу, чтобы сегодня вы выступили лучше.","Conversation","AngryAboutQualifyingOption3",""
"Race Intro - Pre-Race Talk","AngryAboutQualifyingOption3","","Player","Do your best, that's all I can ask for.","PSG_10000165","","","","","","","Faites de votre mieux, c'est tout ce que je demande.","Fai del tuo meglio, ti chiedo solo questo.","Gib dein Bestes, mehr kann ich nicht verlangen.","Haz todo lo que puedas, solo te pido eso.","Dê seu melhor, é tudo que posso pedir.","Doe je best. Dat is alles wat ik kan vragen.","Tégy meg minden tőled telhetőt, csak ezt kérem!","Zrób wszystko, co w twojej mocy.","Покажите все, на что способны, другого я не прошу.","Conversation","AngryAboutQualifyingOption3",""
"Race Intro - Pre-Race Talk","AngryAboutQualifyingOption3Response","","AnyDriver","Don't patronise me, boss. I always do my best.","PSG_10000158","","","","","","","Ne me prenez pas de haut. Je fais toujours de mon mieux.","Non serve che me lo dica. Faccio sempre del mio meglio.","Nicht so von oben herab. Ich gebe immer mein Bestes.","No seas condescendiente conmigo. Siempre hago todo lo que puedo.","Não seja condescendente comigo, chefe. Sempre dou meu melhor.","Niet zo neerbuigend, baas. Ik doe altijd mijn best.","Ne atyáskodj nekem, főnök! Én mindig megteszek minden tőlem telhetőt.","Nie traktuj mnie protekcjonalnie. Zawsze robię, co mogę.","Босс, давайте без поучений. Я всегда выкладываюсь на всю.","Conversation","AngryAboutQualifyingOption3Response",""
"Race Intro - Pre-Race Talk","AngryAboutQualifyingOption3Response","","AnyDriver","Hey, this isn't pre-school. I know what needs to be done.","PSG_10000164","","","","","","","Hé, on n'est plus à la maternelle. Je sais ce que j'ai à faire.","Ehi, non siamo all'asilo. So bene cosa devo fare.","Hey, wir sind hier doch nicht im Kindergarten. Ich weiß, was zu tun ist.","Eh, que esto no es el colegio. Sé lo que hay que hacer.","Ei, aqui não é a pré-escola. Eu sei o que precisa ser feito.","Hé, dit is geen peuterspeelzaal. Ik weet wat me te doen staat.","Hé, ez itt nem óvoda! Tudom, mit kell tennem.","To nie przedszkole. Nie musisz mi mówić, co mam robić.","Ну мы же не в детском саду. Знаю я, что нужно делать.","Conversation","AngryAboutQualifyingOption3Response",""
"Race Intro - Pre-Race Talk","Focused","","AnyDriver","({Driver} seems in the zone...)","PSG_10001672","","","","","","","({Driver} a l'air très concentré...)","<gender^Subject=F>
({Driver} sembra concentratissima...)
</gender>
<gender^Subject=M>
({Driver} sembra concentratissimo...)
</gender>","({Driver} scheint hochkonzentriert zu sein ...)","({Driver} parece estar concentrándose...)","({Driver} parece estar se preparando...)","(Volgens mij zit {Driver} in de zone...)","(Úgy tűnik {Driver} a zónában van...)","<gender^Driver=F>
({Driver} jest w stu procentach skupiona)
</gender>
<gender^Driver=M>
({Driver} jest w stu procentach skupiony)
</gender>
","({Driver}, судя по всему, в ударе...)","Conversation","Focused",""
"Race Intro - Pre-Race Talk","Focused","","AnyDriver","Turn 3 is the key... ","PSG_10001673","","","","","","","Le troisième virage est la clé... ","La terza curva è la chiave di tutto... ","Die 3. Kurve ist der Schlüssel ... ","La curva 3 es la clave... ","Curva 3 é a chave... ","Bocht 3 is de sleutel... ","A 3. kanyar a kulcs... ","Zakręt 3. jest kluczowy... ","Третий поворот - вот что главное...","Conversation","Focused",""
"Race Intro - Pre-Race Talk","Excited","","AnyDriver","I can't wait to get out there today! ","PSG_10001674","","","","","","","J'ai hâte de foncer sur le circuit ! ","Non vedo l'ora di andare in pista! ","Ich kann es heute gar nicht erwarten zu fahren! ","¡Qué ganas tengo de competir! ","Mal posso esperar para correr hoje! ","Ik kan niet wachten om het circuit op te gaan vandaag! ","Már alig várom, hogy odakint legyek ma!","Już nie mogę się doczekać! ","Скорей бы выйти уже на трассу!","Conversation","Excited",""
"Race Intro - Pre-Race Talk","Excited","","AnyDriver","There's nothing like the start of a race to get the blood pumping, eh boss?!","PSG_10001675","","","","","","","Rien de tel que le départ d'une course pour donner de l'entrain, pas vrai ?","Non c'è niente di meglio della partenza di una gara per un po' di adrenalina, eh?","Am Anfang eines Rennens geht einem immer schön die Pumpe, was?!","No hay nada como la salida para que te arda la sangre en las venas, ¿eh?","Não tem nada como o início de uma corrida para fazer o sangue correr, hein chefe?!","Niets laat het hart sneller kloppen dan de start van een race, wat jij, baas?","A rajt semmihez sem fogható, csak úgy lüktet a vérem. Így van, főnök?!","Nic tak nie dodaje energii jak początek wyścigu!","Ничто так не горячит кровь, как начало гонки - да, босс?","Conversation","Excited",""
"Race Intro - Pre-Race Talk","Excited","","AnyDriver","Look at those crowds! God, I love being a racing driver!","PSG_10001676","","","","","","","Regardez-moi tout ce monde ! Bon sang, j'adore être pilote de course !","Guarda che folla! Ah, adoro fare il pilota!","Sehen Sie nur, das Publikum! Mann, ich liebe es, Rennfahrer zu sein!","¡Mira ese público! ¡Dios, adoro pilotar coches de carreras!","Olha só essa multidão! Céus, adoro ser piloto de corrida!","Moet je dat publiek zien! God, wat is het toch geweldig om coureur te zijn!","Nézd ezt a tömeget! Istenem, imádok autóversenyző lenni!","Spójrz na te tłumy! Uwielbiam życie kierowcy wyścigowego!","Смотрите, сколько зрителей! Как здорово быть гонщиком!","Conversation","Excited",""
"Race Intro - Pre-Race Talk","ExcitedCouldWinChampionshipIntro","","AnyDriver","This is it, boss... I could win the Championship today!","PSG_10000166","","","","","","","C'est le grand jour... Je me sens capable de remporter le championnat aujourd'hui !","Ci siamo... Oggi potrei vincere il campionato!","Gleich geht’s los ... Ich könnte heute die Meisterschaft gewinnen!","Ya está... ¡Hoy puedo ganar el campeonato!","É isso, chefe... Eu posso vencer o campeonato hoje!","Dit is het, baas... Vandaag kan ik het kampioenschap winnen!","Ez az, főnök... Ma megnyerhetem a Bajnokságot!","To dzisiaj... Mogę wygrać mistrzostwa!","Вот оно, босс! Сегодня я могу выиграть чемпионат!","Conversation","ExcitedCouldWinChampionshipIntro",""
"Race Intro - Pre-Race Talk","ExcitedCouldWinChampionshipIntro","","AnyDriver","The Championship is almost in my hands, boss! What a dream!","PSG_10000167","","","","","","","La victoire est presque à portée de main ! J'ai l'impression de rêver !","Ho quasi il campionato in tasca! Un sogno che si realizza!","Die Meisterschaft ist zum Greifen nah! Was für ein Traum!","¡Casi tengo el campeonato en el bolsillo! ¡Es un sueño!","O campeonato está quase em minhas mãos, chefe! Mas que sonho!","Het kampioenschap ligt voor het grijpen, baas! Wat een droom!","A Bajnokság már majdnem a markomban van, főnök! Ez egy álom!","Mistrzostwo jest już prawie w moich rękach! Cudowne uczucie!","Кубок почти у меня в руках, босс! Невероятно!","Conversation","ExcitedCouldWinChampionshipIntro",""
"Race Intro - Pre-Race Talk","ExcitedCouldWinChampionshipOption1","","Player","As long as you keep yourself calm, I know you can do it.","PSG_10000180","","","","","","","Tant que vous gardez votre calme, je sais que vous en êtes capable.","Mantieni la calma e puoi farcela.","So lange du ruhig bleibst, kannst du es schaffen, das weiß ich.","Si mantienes la calma, sé que puedes conseguirlo.","Desde que você relaxe, eu sei que pode conseguir.","Zolang je kalm blijft, kun je het.","Amíg megőrzöd a hidegvéred, tudom, hogy képes vagy rá.","Jeśli uda ci się zachować spokój, na pewno dasz radę.","Взять кубок в твоих силах, главное - сохраняй спокойствие.","Conversation","ExcitedCouldWinChampionshipOption1",""
"Race Intro - Pre-Race Talk","ExcitedCouldWinChampionshipOption1","","Player","Keep your head together, I don't want you getting overexcited.","PSG_10000173","","","","","","","C'est bien d'être aussi enthousiaste, mais tâchez de vous maîtriser un peu.","Non perdere la concentrazione, l'emozione fa brutti scherzi.","Halt deine Aufregung in Grenzen, du musst gut konzentriert sein.","No pierdas la concentración, no quiero que te emociones demasiado.","Mantenha a cabeça no lugar, não queremos animação demais.","Houd het hoofd koel. Ik wil niet dat je te enthousiast wordt.","Légy ott nagyon fejben! Nem akarom, hogy elizguld.","Weź się w garść. Lepiej się zbytnio nie ekscytować.","Сосредоточься. Не горячись сверх меры.","Conversation","ExcitedCouldWinChampionshipOption1",""
"Race Intro - Pre-Race Talk","ExcitedCouldWinChampionshipOption1Response","","AnyDriver","Okay, boss. Thanks, it's hard to not get carried away.","PSG_10000181","","","","","","","D'accord. Merci, c'est un peu difficile de se contenir dans ces circonstances.","OK. Grazie, non è facile restare distaccati.","Okay. Danke, es fällt mir schwer, mich nicht mitreißen zu lassen.","Vale, vale. Es que es muy difícil no dejarse llevar.","Ok, chefe. Agradeço, é difícil não me deixar levar.","Oké, baas. Dank je. Het is moeilijk om me niet te laten meeslepen.","Oké, főnök. Kösz, mert nehéz megállni, hogy ne ragadjon el a hév.","W porządku. Dzięki, niełatwo jest nie dać się ponieść emocjom.","Хорошо, босс. Спасибо. Такая уж атмосфера - легко забыться.","Conversation","ExcitedCouldWinChampionshipOption1Response",""
"Race Intro - Pre-Race Talk","ExcitedCouldWinChampionshipOption1Response","","AnyDriver","I can hardly resist... but I'll try!","PSG_10000182","","","","","","","J'ai du mal à résister... mais je ferai de mon mieux !","Non sarà facile, ma ci proverò!","Ich kann kaum widerstehen ... Aber ich versuche es!","Apenas puedo contenerme... ¡Pero lo intentaré!","Eu não consigo resistir... mas vou tentar!","Ik kan de verleiding nauwelijks weerstaan... maar ik zal het proberen!","Szinte meg sem bírom állni... de megpróbálom!","Ciężko mi się oprzeć... ale spróbuję!","Не так это просто - но я постараюсь!","Conversation","ExcitedCouldWinChampionshipOption1Response",""
"Race Intro - Pre-Race Talk","ExcitedCouldWinChampionshipOption2","","Player","You're going to nail it - I can feel it!","PSG_10000169","","","","","","","Vous allez faire un malheur, je le sens !","Sento che ci riuscirai!","Du machst den Sack zu, das spüre ich!","Te va a salir perfecto... ¡Ya lo estoy viendo!","Você vai mandar bem, tenho certeza!","Het gaat je lukken. Ik voel het!","Meg fogod szerezni - érzem!","Uda ci się! Czuję to!","У тебя все получится, я точно знаю!","Conversation","ExcitedCouldWinChampionshipOption2",""
"Race Intro - Pre-Race Talk","ExcitedCouldWinChampionshipOption2","","Player","I can see you up there, recieving the trophy...","PSG_10000172","","","","","","","Je vous vois déjà sur la plus haute marche du podium, en train de brandir le trophée...","Già ti vedo con il trofeo in mano...","Ich kann dich da oben sehen, wie du den Pokal entgegennimmst ...","Ya te veo allí arriba, alzando el trofeo...","Já consigo te ver lá em cima, recebendo o troféu...","Ik zie je daar al staan met de trofee in je hand...","Már látlak odafent, amint átveszed a trófeát...","Widzę cię, jak odbierasz trofeum...","Я уже вижу, как ты получаешь кубок.","Conversation","ExcitedCouldWinChampionshipOption2",""
"Race Intro - Pre-Race Talk","ExcitedCouldWinChampionshipOption2Response","","AnyDriver","Yeah! Come on! We can do this, I know we can!","PSG_10000176","","","","","","","Ouais ! Allez ! On va y arriver, je le sais !","Sì! Forza! Possiamo farcela, non ho dubbi!","Ja! Komm schon! Wir schaffen das, ich weiß es!","¡Sí! ¡Vamos allá! ¡Podemos hacerlo, sé que podemos!","É! Qual é?! Nós podemos fazer isso, eu sei que podemos!","Ja! Kom op! We kunnen het. Ik weet het gewoon!","Igen! Gyerünk! Meg tudjuk csinálni, tudom, hogy meg tudjuk!","Tak! Uda się! Damy sobie radę!","Да! Точно! Мы это можем, я точно знаю!","Conversation","ExcitedCouldWinChampionshipOption2Response",""
"Race Intro - Pre-Race Talk","ExcitedCouldWinChampionshipOption2Response","","AnyDriver","I can't wait! This is going to be one of the greatest days of my life!","PSG_10000178","","","","","","","Pourvu que vous ayez raison ! Ce serait l'un des plus beaux jours de ma vie !","Non vedo l'ora! Questo sarà uno dei giorni più belli della mia vita!","Ich kann es nicht erwarten! Das wird einer der schönsten Tage meines Lebens!","¡Qué ganas tengo! ¡Va a ser uno de los mejores días de mi vida!","Mal posso esperar! Vai ser um dos melhores dias da minha vida!","Ik kan niet wachten! Dit wordt een van de mooiste dagen van mijn leven!","Már alig várom! Ez lesz életem egyik legnagyszerűbb napja!","Nie mogę się doczekać! To będzie jeden z najlepszych dni w moim życiu!","Скорей бы уже! Это будет один из лучших дней в моей жизни!","Conversation","ExcitedCouldWinChampionshipOption2Response",""
"Race Intro - Pre-Race Talk","ExcitedCouldWinChampionshipOption3","","Player","You might not have this chance again. Don't let it slip.","PSG_10000171","","","","","","","C'est peut-être une chance unique que vous avez là. Ne la laissez pas filer.","Potrebbe essere un'occasione unica. Non fartela sfuggire.","Diese Chance kriegst du vielleicht nie wieder. Lass sie dir nicht entgehen.","Puede que no vuelvas a tener una oportunidad como esta. No la desperdicies.","Você pode não ter outra chance dessas de novo. Não deixa ela escapar.","Deze kans krijg je misschien nooit meer. Verknal het niet.","Talán soha többé nem lesz ilyen esélyed. Ne engedd kicsúszni a markodból!","Drugi raz taka szansa może się nie powtórzyć. Nie przegap jej.","Второй раз такого шанса может не быть. Не упускай его.","Conversation","ExcitedCouldWinChampionshipOption3",""
"Race Intro - Pre-Race Talk","ExcitedCouldWinChampionshipOption3","","Player","I don't want to see a single mistake out there today.","PSG_10000174","","","","","","","Je ne veux pas voir la moindre erreur aujourd'hui.","Oggi non voglio vedere nemmeno un errore.","Ich will da draußen heute keinen einzigen Fehler sehen.","Hoy no quiero ver ningún error en la pista.","Não quero ver nenhum erro hoje.","Ik wil vandaag niet één fout zien.","Ma egyetlen hibát sem akarok látni odakint.","Nie chcę dziś widzieć żadnych błędów.","Сегодня - чтоб ни единой помарки.","Conversation","ExcitedCouldWinChampionshipOption3",""
"Race Intro - Pre-Race Talk","ExcitedCouldWinChampionshipOption3Response","","AnyDriver","You're right... I can't slip up today, I'd regret it forever.","PSG_10000175","","","","","","","Vous avez raison... Si je me plante aujourd'hui, je ne me le pardonnerai jamais.","Hai ragione... Non posso sbagliare oggi, lo rimpiangerei per sempre.","Sie haben recht ... Ich darf das heute nicht verbocken, das würde ich mir nie verzeihen.","Tienes razón... Hoy no puedo cometer errores, lo lamentaría toda la vida.","Você tem razão... Não posso errar hoje. Vou me arrepender para sempre.","Je hebt gelijk... Als ik het vandaag verknal, zal ik daar altijd spijt van hebben.","Igazad van... Nem csúszhat ki ma a kezemből, különben örökre bánnám.","Masz rację. Jak się dziś pomylę, będę tego żałować do końca życia.","Вы правы. Сегодня ошибаться нельзя, иначе вечно буду жалеть.","Conversation","ExcitedCouldWinChampionshipOption3Response",""
"Race Intro - Pre-Race Talk","ExcitedCouldWinChampionshipOption3Response","","AnyDriver","Right, I'll try to keep myself in check... until the chequered flag!","PSG_10000177","","","","","","","Oui, il faut que je fasse attention à ce que je fais... jusqu'à la ligne d'arrivée !","D'accordo, cercherò di controllarmi... finché non vedrò la bandiera a scacchi!","Gut, ich versuche mich zu beherrschen ... bis zur Zielflagge!","Es verdad, intentaré contenerme... ¡hasta la bandera a cuadros!","Certo, vou me manter em segurança... até conquistar a bandeira!","Goed, ik zal het hoofd koel proberen te houden... tot de geruite vlag zwaait!","Jól van, igyekszem fékezni magam… a kockás zászlóig!","Dobra, postaram się opanować... dopóki nie zobaczę flagi!","Точно. Постараюсь не терять концентрации до самого финиша!","Conversation","ExcitedCouldWinChampionshipOption3Response",""
"Race Intro - Pre-Race Talk","OptimisticIntro","","Player","This race is going to be good, I can feel it!","PSG_10001677","","","","","","","Je sens qu'on va avoir une belle course !","Questa sarà un'ottima gara, me lo sento!","Das wird ein gutes Rennen, ich spüre es!","¡Esta carrera va a ser buena, ya lo estoy viendo!","Essa corrida vai ser demais, consigo sentir isso!","Dit gaat een goede race worden. Ik voel het!","Ez a verseny jól alakul, érzem!","Będzie super, już to czuję!","Гонка пройдет хорошо, я это чувствую!","Conversation","OptimisticIntro",""
"Race Intro - Pre-Race Talk","DisappointedBySeasonIntro","","AnyDriver","This season has been pretty disappointing, boss. I feel like I should be up there with Lipponen.","PSG_10000265","","","","","","","Cette saison est assez décevante jusqu'ici. Je me dis que je devrais être au niveau de Lipponen.","Questa stagione è stata molto deludente. Dovrei essere là, insieme a Lipponen.","Diese Saison war ziemlich enttäuschend. Ich sollte eigentlich da oben mit Lipponen stehen.","Esta temporada ha sido bastante decepcionante. Creo que debería estar ahí arriba con Lipponen.","Essa temporada tem sido muito decepcionante, chefe. Sinto que deveria estar lá em cima com o Lipponen.","Dit seizoen is redelijk teleurstellend, baas. Ik had daar bij Lipponen moeten staan.","Ez az idény eléggé csalódást keltett, főnök. Úgy érzem, nekem is ott fenn kellene állnom Lipponennel.","Rozczarował mnie ten sezon. Dobrze byłoby stać obok Lipponena.","Сезон меня разочаровал босс. Я должен был встать на подиуме рядом с Липпоненом.","Conversation","DisappointedBySeasonIntro",""
"Race Intro - Pre-Race Talk","DisappointedBySeasonOption1","","Player","You can't deny that {OtherPlayerDriver:Name} has been a better driver all season.","PSG_10000280","","","","","","","On ne peut pas nier que {OtherPlayerDriver:Name} a réalisé de meilleures performances tout au long de la saison.","Devi ammettere che {OtherPlayerDriver:Name} ha guidato meglio durante la stagione.","Du weißt ganz genau, dass {OtherPlayerDriver:Name} in der gesamten Saison besser gefahren ist.","No puedes negar que {OtherPlayerDriver:Name} ha pilotado mejor toda la temporada.","Você não pode negar que {OtherPlayerDriver:Name} tem dirigido melhor a temporada toda.","Je kunt niet ontkennen dat {OtherPlayerDriver:Name} het hele seizoen beter heeft gereden.","Nem tagadhatod, hogy {OtherPlayerDriver:Name} az egész idényben jobban versenyzett.","<gender^OtherPlayerDriver=F>
{OtherPlayerDriver:Name} niezaprzeczalnie jeździła lepiej przez cały sezon.
</gender>
<gender^OtherPlayerDriver=M>
{OtherPlayerDriver:Name} niezaprzeczalnie jeździł lepiej przez cały sezon.
</gender>
","Просто {OtherPlayerDriver} гонялся лучше тебя весь сезон, это очевидно.","Conversation","DisappointedBySeasonOption1",""
"Race Intro - Pre-Race Talk","DisappointedBySeasonOption1","","Player","Look, your teammate has just driven better than you all year.","PSG_10000275","","","","","","","<gender^OtherPlayerDriver=F>
Le fait est que votre coéquipière a piloté mieux que vous toute l'année, c'est tout.
</gender>
<gender^OtherPlayerDriver=M>
Le fait est que votre coéquipier a piloté mieux que vous toute l'année, c'est tout.
</gender>
","<gender^Subject=F>
Ehi, la tua compagna di squadra ha guidato meglio di te per tutto l'anno.
</gender>
<gender^Subject=M>
Ehi, il tuo compagno di squadra ha guidato meglio di te per tutto l'anno.
</gender>","<gender^OtherPlayerDriver=F>
Hör mal, deine Teamkollegin war das ganze Jahr besser als du.
</gender>
<gender^OtherPlayerDriver=M>
Hör mal, dein Teamkollege war das ganze Jahr besser als du.
</gender>
","Mira, el otro coche ha rendido mejor que tú durante todo el año.","<gender^OtherPlayerDriver=F>
Olha, sua companheira de equipe tem dirigido melhor que você o ano todo.
</gender>
<gender^OtherPlayerDriver=M>
Olha, seu companheiro de equipe tem dirigido melhor que você o ano todo.
</gender>
","Luister, je maat heeft het hele jaar gewoon beter gereden dan jij.","Nézd, a csapattársad egyszerűen egész évben jobban vezetett!","Przez cały rok drugi kierowca radził sobie lepiej niż ty.","Ну так твой напарник весь год ездил лучше, чем ты.","Conversation","DisappointedBySeasonOption1",""
"Race Intro - Pre-Race Talk","DisappointedBySeasonOption1Response","","AnyDriver","What? I've just been unlucky! Everyone can see that!","PSG_10000271","","","","","","","Quoi ? C'est juste parce que j'ai pas eu de chance ! C'est pourtant évident !","Cosa? È stata solo sfortuna! È evidente!","Was? Ich hatte einfach Pech! Das ist doch offensichtlich!","¿Qué? ¡Solo ha sido mala suerte! ¡Lo vería hasta un ciego!","O quê? Eu só tive má sorte! Todo mundo consegue perceber isso!","Wat? Ik had gewoon pech! Dat ziet iedereen!","Micsoda? Csak balszerencsém volt! Ezt mindenki tudja!","Co?! To zwykły pech! Wszyscy o tym wiedzą!","Что? Да мне не везло просто. Кто угодно подтвердит!","Conversation","DisappointedBySeasonOption1Response",""
"Race Intro - Pre-Race Talk","DisappointedBySeasonOption1Response","","AnyDriver","Wow, thanks for that vote of confidence, boss.","PSG_10000272","","","","","","","Eh ben, merci de votre confiance...","Wow... Grazie per la fiducia.","Wow, danke für diesen Vertrauensbeweis, Chef.","Vaya, gracias por ese voto de confianza.","Uau, valeu pelo voto de confiança, chefe.","Wauw, bedankt voor je vertrouwen, baas.","Hű, kösz, hogy így bízol bennem, főnök.","Wow... Dzięki za dodanie otuchy...","Ну, спасибо, что подбодрили, босс.","Conversation","DisappointedBySeasonOption1Response",""
"Race Intro - Pre-Race Talk","DisappointedBySeasonOption2","","Player","Stop complaning. You need to show me that you're worth keeping next season.","PSG_10000267","","","","","","","Arrêtez de vous plaindre. Vous devez me prouver que vous méritez de rester parmi nous pour la prochaine saison.","Smettila di lamentarti. Dimostrami che vale la pena tenerti per la prossima stagione.","Hör auf, dich zu beschweren. Du musst mir beweisen, dass du es wert bist, in der nächsten Saison für uns zu fahren.","Deja de quejarte. Debes demostrarme lo que vales la próxima temporada.","Pare de reclamar. Você precisa mostrar que vale a pena ter você na próxima temporada.","Stop met klagen. Laat me zien dat we je het volgende seizoen moeten houden.","Ne nyafogj már! Mutasd meg nekem, hogy érdemes megtartanom téged a következő idényre!","Przestań narzekać. Pokaż, że warto cię zatrzymać na kolejny sezon.","Хватит жаловаться. Лучше докажи мне, что тебя стоит оставлять на следующий сезон.","Conversation","DisappointedBySeasonOption2",""
"Race Intro - Pre-Race Talk","DisappointedBySeasonOption2","","Player","Your drive is on the line here today, so you'd better focus on the race.","PSG_10000276","","","","","","","Votre place dans cette écurie est en jeu aujourd'hui. Vous avez intérêt à vous concentrer sur la course.","Oggi rischi tutto, ti conviene concentrarti sulla gara.","Dein Vertrag steht hier und heute auf dem Spiel, also konzentrier dich lieber auf das Rennen.","Tu puesto está en juego, así que más vale que te centres en la carrera.","Você tá dirigindo em cima da linha aqui hoje, então se concentre na corrida.","Je carrière staat vandaag op het spel, dus je kunt je maar beter concentreren op de race.","Ma a versenyzői karriered a tét, szóval jobb lenne, ha a versenyre koncentrálnál!","Będę obserwować twój przejazd, więc skup się na wyścigu.","Сегодня на кону будет твой контракт, так что сосредоточься на гонке.","Conversation","DisappointedBySeasonOption2",""
"Race Intro - Pre-Race Talk","DisappointedBySeasonOption2Response","","AnyDriver","What? You're thinking about getting rid of me?! I always thought you were a fool, but now I know for sure.","PSG_10000273","","","","","","","Quoi ? Vous voudriez vous débarrasser de moi ?! Je me suis souvent demandé si vous n'étiez pas stupide, mais maintenant, j'en ai la certitude.","Cosa? Stai pensando di mandarmi via? Ho sempre pensato che ti mancasse qualche rotella, ora ne ho la certezza.","Was? Sie denken darüber nach, mich loszuwerden?! Ich habe Sie immer für einen Idioten gehalten, aber jetzt WEISS ich es.","¿Qué? ¿Estás pensando en deshacerte de mí? Siempre pensé que eras idiota, pero ahora lo sé a ciencia cierta.","O quê? Você tá pensando em se livrar de mim?! Eu sempre achei que você era incapaz, mas agora eu tenho certeza.","Wat? Wil je van me af?! Ik dacht altijd al dat je een idioot was, maar nu weet ik het zeker.","Hogy mi? Az jár a fejedben, hogy megszabadulj tőlem?! Mindig is azt hittem, hogy bolond vagy, de most már biztosan tudom.","Co?! Chcesz się mnie pozbyć?! Dzięki, tylko utwierdzasz mnie w przekonaniu, że pracuję z kretynami.","Что? Хотите меня выгнать?! Мне сразу показалось, что вы небольшого ума, но теперь я это точно знаю.","Conversation","DisappointedBySeasonOption2Response",""
